,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
361,bad,0,owner,36,34,married,no_rec,partime,75,80,4500,300,600,1339
362,good,6,owner,60,27,single,no_rec,fixed,35,208,6000,3300,1500,1559
363,bad,21,owner,60,44,married,no_rec,fixed,90,105,1150,720,200,1078
364,good,17,owner,60,51,married,no_rec,fixed,60,98,4000,0,860,1113
365,good,7,rent,18,33,married,no_rec,fixed,113,532,0,0,1000,2290
366,good,10,owner,60,35,married,no_rec,fixed,60,140,4000,0,1000,1578
367,good,2,owner,48,38,married,no_rec,fixed,75,90,7000,2000,500,1039
368,good,0,rent,60,28,married,no_rec,fixed,76,155,0,0,800,1218
369,good,2,owner,60,26,married,no_rec,fixed,45,120,3500,0,300,1329
370,good,10,owner,36,34,married,no_rec,fixed,90,159,3000,250,300,500
371,good,6,owner,60,27,married,no_rec,fixed,45,122,2000,1000,1300,1384
372,bad,7,owner,60,32,married,no_rec,partime,75,156,3500,0,1300,1553
373,good,18,owner,48,43,single,no_rec,fixed,35,90,2500,0,1000,1626
374,good,3,owner,18,30,single,no_rec,partime,35,130,5000,0,1100,1674
375,good,6,owner,18,42,married,no_rec,freelance,90,45,4000,34,200,1500
376,good,0,rent,36,26,married,no_rec,partime,72,118,1000,0,600,1421
377,bad,0,owner,24,20,single,no_rec,others,60,152,2000,0,400,480
378,good,8,rent,48,24,single,no_rec,fixed,49,135,0,0,1000,1274
379,good,4,rent,48,27,married,no_rec,fixed,58,125,0,0,1200,1580
380,good,1,rent,36,35,married,no_rec,freelance,66,208,4000,0,1000,1300
381,bad,1,parents,48,18,single,no_rec,partime,35,81,0,0,1150,1314
382,good,3,owner,24,35,married,no_rec,fixed,75,160,1800,0,200,957
383,good,10,rent,60,33,married,no_rec,freelance,75,300,2700,0,1000,1500
384,good,8,priv,36,39,married,no_rec,fixed,60,135,4000,1500,1300,1504
385,good,20,parents,60,36,married,no_rec,fixed,60,121,0,0,850,935
386,good,3,parents,48,29,single,no_rec,fixed,35,145,0,0,1000,1028
387,bad,1,parents,48,23,single,no_rec,fixed,35,165,0,0,1300,1440
388,good,19,owner,12,34,married,no_rec,freelance,75,428,32000,0,500,1030
389,good,2,rent,48,57,married,no_rec,others,68,233,0,0,1200,1366
390,bad,11,owner,60,38,married,yes_rec,fixed,90,245,4000,0,1700,1768
391,bad,1,owner,36,52,married,yes_rec,freelance,60,232,100000,20000,1500,2340
392,bad,1,owner,48,42,married,yes_rec,freelance,75,200,9000,4500,1400,1700
393,good,15,owner,60,44,married,no_rec,freelance,60,42,10000,0,910,1450
394,good,10,owner,48,37,divorced,no_rec,fixed,35,87,3500,450,500,1155
395,bad,1,priv,48,34,married,yes_rec,freelance,45,200,3000,1500,1000,1191
396,good,25,owner,12,43,married,no_rec,freelance,75,250,100000,0,600,841
397,bad,4,rent,60,42,divorced,yes_rec,fixed,70,350,0,0,2200,2441
398,bad,0,other,48,24,married,no_rec,fixed,60,105,0,0,1200,1516
399,good,1,owner,60,36,single,no_rec,freelance,60,100,4500,1500,400,1591
400,bad,2,parents,60,52,married,yes_rec,freelance,75,160,5000,0,1350,1999
401,good,16,parents,60,34,single,no_rec,freelance,35,132,12000,0,1200,1336
402,bad,0,rent,36,34,separated,no_rec,fixed,49,140,0,0,1150,1600
403,good,16,parents,60,31,married,no_rec,fixed,45,160,0,0,1400,1850
404,good,8,owner,60,36,married,no_rec,freelance,75,148,2600,0,1400,1775
405,good,20,parents,36,50,married,no_rec,freelance,45,113,20000,0,700,1224
406,good,5,parents,60,33,married,no_rec,fixed,45,97,0,0,1500,1663
407,good,20,owner,60,54,married,no_rec,fixed,60,107,1500,0,1250,1500
408,bad,5,rent,60,40,married,yes_rec,fixed,66,206,0,0,1900,2225
409,good,1,owner,60,29,married,no_rec,fixed,45,275,6000,1810,1600,1930
410,good,3,owner,60,31,married,no_rec,fixed,45,176,4500,2500,1400,1607
411,good,2,rent,36,32,married,no_rec,fixed,63,175,0,0,1000,1230
412,good,3,owner,24,51,married,no_rec,fixed,45,223,20000,0,1400,1581
413,good,7,rent,60,31,married,no_rec,fixed,67,70,0,0,790,1072
414,bad,9,rent,36,46,married,no_rec,fixed,84,87,0,0,1200,1471
415,bad,1,owner,60,35,married,no_rec,freelance,90,42,5000,100,500,1300
416,good,14,parents,60,33,single,no_rec,fixed,35,60,0,0,1150,1192
417,good,6,other,48,25,single,no_rec,fixed,35,300,0,0,2400,2700
418,good,0,other,36,31,married,no_rec,fixed,75,144,0,0,450,500
419,bad,15,rent,36,43,married,no_rec,freelance,75,217,15000,2000,1100,1720
420,good,2,parents,48,30,married,no_rec,fixed,60,180,0,0,1350,1770
421,bad,1,rent,48,40,married,no_rec,others,82,69,0,0,1100,1197
422,good,12,rent,60,37,married,yes_rec,fixed,86,110,0,0,700,950
423,bad,1,parents,36,22,single,yes_rec,partime,35,50,0,0,425,450
424,bad,0,parents,60,24,single,yes_rec,partime,35,86,0,0,1400,1707
425,good,11,owner,36,27,married,no_rec,fixed,60,172,7000,0,900,1201
426,bad,9,rent,60,32,married,yes_rec,freelance,71,109,0,0,1135,1355
427,good,13,owner,60,43,married,no_rec,fixed,60,95,3000,0,890,1196
428,good,29,rent,60,57,married,no_rec,fixed,80,203,0,0,1100,1297
429,bad,33,owner,48,59,married,yes_rec,fixed,45,114,10000,0,1200,1420
430,good,3,rent,48,60,widow,no_rec,freelance,54,186,0,0,850,1036
431,good,0,rent,60,25,single,no_rec,fixed,51,155,0,0,800,1201
432,good,5,parents,60,28,married,no_rec,fixed,60,195,1800,0,1000,1527
433,bad,3,owner,60,40,married,no_rec,freelance,75,246,2500,0,1300,1500
434,good,21,rent,48,36,married,no_rec,fixed,86,113,0,0,950,1057
435,good,6,owner,48,27,married,no_rec,freelance,60,290,4300,900,1500,2127
436,bad,1,other,48,33,married,yes_rec,freelance,75,103,0,0,1000,2218
437,good,25,owner,60,44,married,no_rec,fixed,45,125,2500,0,1200,1570
438,good,5,rent,24,34,married,no_rec,freelance,95,199,0,0,250,650
439,good,1,owner,60,28,married,no_rec,fixed,45,133,5000,9000,700,1175
440,good,1,owner,60,39,married,no_rec,fixed,60,210,2000,0,700,825
441,bad,2,other,48,47,single,yes_rec,freelance,35,124,0,0,2150,2152
442,good,11,owner,60,28,married,no_rec,fixed,45,78,4000,0,850,978
443,good,1,rent,36,37,divorced,no_rec,partime,55,200,15000,0,1100,1650
444,good,0,parents,60,20,married,no_rec,freelance,45,100,0,0,1850,2150
445,bad,2,rent,48,36,married,no_rec,fixed,85,95,0,0,1340,1771
446,good,5,rent,48,28,married,no_rec,fixed,63,183,0,0,1100,1615
447,good,2,parents,24,20,single,no_rec,fixed,35,43,0,0,450,994
448,good,7,priv,60,32,married,no_rec,fixed,75,120,3000,3000,870,1147
449,bad,3,parents,60,19,single,no_rec,freelance,45,198,2500,0,1100,1194
450,bad,2,rent,36,21,single,no_rec,fixed,45,100,0,0,700,825
451,good,3,rent,36,23,single,no_rec,fixed,50,150,0,0,1000,1128
452,good,10,owner,36,47,married,no_rec,fixed,60,133,3000,0,360,360
453,good,10,owner,48,37,widow,no_rec,others,45,110,3000,0,500,1190
454,good,10,owner,60,51,married,no_rec,fixed,60,202,2000,0,1400,1580
455,good,1,priv,24,31,married,no_rec,fixed,60,140,2000,500,1100,1600
456,good,4,owner,60,49,married,no_rec,fixed,45,123,5000,0,1450,1735
457,good,2,owner,60,27,married,no_rec,fixed,45,275,8000,4500,1500,2178
458,bad,3,priv,60,34,married,yes_rec,fixed,75,200,2500,0,1350,1589
459,good,6,owner,60,28,single,no_rec,freelance,35,180,7000,800,1500,1828
460,bad,0,owner,48,29,separated,no_rec,fixed,35,55,4000,0,757,1566
461,good,1,owner,60,51,married,no_rec,others,45,105,3000,0,1200,1250
462,good,15,owner,60,34,married,no_rec,fixed,75,146,5000,0,1400,1626
463,good,10,owner,60,42,married,yes_rec,fixed,75,100,6000,1500,1350,1414
464,bad,2,rent,60,46,separated,no_rec,fixed,49,136,0,0,1500,1687
465,good,8,owner,60,40,married,no_rec,fixed,60,90,4500,0,1100,1638
466,good,4,owner,60,32,married,no_rec,freelance,60,144,6000,0,1100,1296
467,good,7,owner,60,26,married,no_rec,fixed,60,116,3000,0,1400,1460
468,good,17,owner,36,31,married,no_rec,fixed,75,128,7000,4800,700,1400
469,good,10,owner,54,47,married,no_rec,fixed,60,105,3000,0,850,911
470,good,6,owner,30,45,married,no_rec,fixed,90,125,3000,0,1050,1559
471,good,0,other,60,26,married,no_rec,partime,45,68,0,0,1200,1315
472,good,1,owner,36,41,married,no_rec,fixed,75,400,5500,0,1800,2600
473,good,6,owner,48,31,married,no_rec,fixed,60,251,3000,400,1000,1208
474,good,2,rent,60,23,single,no_rec,fixed,58,225,0,0,800,975
475,good,2,parents,60,34,single,no_rec,fixed,35,140,0,0,1200,1274
476,good,15,owner,48,34,separated,no_rec,freelance,45,34,5000,0,900,1197
477,good,7,rent,60,38,married,no_rec,freelance,107,320,1500,0,1050,1092
478,good,0,owner,36,55,married,yes_rec,freelance,45,124,16000,0,900,1100
479,good,1,rent,60,54,married,no_rec,others,54,87,8000,0,1000,1202
480,bad,2,parents,54,24,single,yes_rec,freelance,35,161,0,0,1800,2646
481,bad,15,owner,60,37,married,no_rec,others,90,90,5000,1800,1500,1816
482,bad,0,rent,60,43,married,no_rec,freelance,75,92,0,0,1400,1700
483,good,2,parents,48,26,married,no_rec,fixed,60,110,10000,0,1300,1700
484,good,20,owner,54,59,married,no_rec,freelance,60,87,3500,0,500,984
485,good,30,rent,60,54,married,no_rec,fixed,54,93,0,0,1000,1387
486,good,12,owner,48,27,married,yes_rec,fixed,45,110,5000,1300,450,1636
487,good,2,rent,60,28,single,no_rec,fixed,43,81,0,0,1000,1135
488,bad,3,owner,60,53,married,no_rec,fixed,45,98,3500,0,1350,1453
489,good,7,owner,60,48,married,no_rec,freelance,60,155,4500,0,1400,1500
490,good,4,owner,48,30,married,no_rec,fixed,60,167,3500,1000,800,1350
491,good,14,priv,60,28,married,no_rec,fixed,60,190,18000,0,1850,2247
492,good,10,owner,60,34,married,no_rec,fixed,75,110,2500,300,1150,1367
493,bad,3,owner,60,33,separated,no_rec,freelance,35,76,6000,0,950,950
494,bad,12,rent,60,55,married,yes_rec,fixed,62,170,0,0,1800,2154
495,bad,20,owner,36,40,single,yes_rec,freelance,35,214,8500,400,750,1100
496,good,5,parents,60,28,single,no_rec,fixed,35,70,0,0,900,1492
497,bad,2,owner,60,31,single,no_rec,fixed,35,55,7500,0,800,1351
498,bad,30,parents,60,56,married,no_rec,fixed,45,80,10000,0,1500,2040
499,good,3,owner,60,38,married,yes_rec,partime,75,81,4000,0,1000,1037
500,bad,0,other,48,25,single,no_rec,fixed,35,139,0,0,1200,1202
501,good,0,rent,48,35,married,no_rec,fixed,66,206,0,0,1500,1683
502,bad,5,other,24,41,separated,no_rec,freelance,35,74,0,0,500,1000
503,good,3,parents,48,31,single,no_rec,fixed,35,120,0,0,1000,1100
504,good,30,other,48,52,married,no_rec,freelance,90,300,12000,0,1700,1734
505,good,13,priv,60,33,married,no_rec,fixed,75,224,7000,0,1600,1604
506,good,0,rent,60,30,married,no_rec,fixed,68,80,0,0,1000,1330
507,bad,3,owner,60,37,married,no_rec,partime,90,166,3000,0,800,877
508,good,0,owner,36,54,married,no_rec,partime,60,110,11500,0,1100,1759
509,bad,7,parents,48,32,married,yes_rec,fixed,45,161,0,0,970,1564
510,good,4,owner,60,23,married,no_rec,fixed,45,80,4000,0,1100,1306
511,good,10,owner,24,39,married,no_rec,fixed,75,150,3000,0,500,1108
512,bad,1,rent,36,28,single,no_rec,freelance,52,170,0,0,350,1500
513,good,2,parents,60,43,married,no_rec,fixed,45,100,0,0,1500,1645
514,good,30,rent,60,50,married,no_rec,freelance,68,225,10000,0,1300,1500
515,good,3,rent,60,41,married,yes_rec,fixed,77,166,0,0,2200,2625
516,good,0,parents,36,27,single,no_rec,fixed,45,200,5000,0,800,1456
517,good,10,owner,42,25,married,no_rec,fixed,45,110,3000,0,1500,2178
518,good,4,rent,36,35,single,no_rec,fixed,46,110,0,0,1000,1642
519,good,1,owner,60,31,married,no_rec,partime,45,160,4000,300,1200,1265
520,good,13,parents,36,43,single,no_rec,fixed,35,204,0,0,200,325
521,bad,4,parents,60,28,married,no_rec,partime,45,135,0,0,1350,1471
522,good,1,parents,48,22,single,no_rec,freelance,45,158,0,0,260,1440
523,good,8,owner,60,42,married,yes_rec,freelance,75,290,10000,0,1200,2140
524,good,14,owner,60,41,married,no_rec,fixed,60,100,6000,0,450,1377
525,good,6,owner,60,29,married,no_rec,fixed,60,115,6000,2000,1250,1780
526,good,1,owner,18,27,married,no_rec,partime,45,149,2000,0,700,818
527,good,16,owner,60,32,married,yes_rec,fixed,75,143,4000,0,650,1017
528,good,10,parents,36,27,married,yes_rec,fixed,60,150,0,0,1000,1788
529,good,11,parents,48,37,single,no_rec,fixed,35,199,10000,0,1100,1212
530,good,40,rent,36,59,married,no_rec,fixed,59,142,0,0,1000,1800
531,bad,13,owner,54,52,married,no_rec,fixed,75,80,4000,0,1300,1394
532,bad,7,rent,36,25,married,no_rec,fixed,69,93,0,0,250,400
533,good,3,parents,36,24,separated,no_rec,fixed,45,113,0,0,850,940
534,good,13,parents,48,51,married,no_rec,fixed,45,92,3000,500,1220,1433
535,good,7,owner,36,39,married,no_rec,freelance,75,205,4000,0,1300,1439
536,good,7,owner,60,33,single,no_rec,fixed,35,210,6000,0,1700,2414
537,good,4,owner,24,31,married,no_rec,fixed,60,256,3000,0,600,1571
538,good,5,rent,36,30,married,no_rec,freelance,101,260,0,0,1000,1500
539,good,7,owner,60,24,married,no_rec,fixed,45,106,2500,0,1200,1258
540,good,10,owner,48,31,married,no_rec,fixed,60,160,4500,0,450,1403
541,good,16,owner,60,39,married,no_rec,fixed,60,148,3500,0,750,1346
542,good,2,owner,36,42,married,no_rec,fixed,75,220,3500,0,1500,2195
543,good,6,owner,36,37,married,no_rec,freelance,75,63,4000,50,800,1637
544,good,3,owner,36,38,married,no_rec,fixed,75,106,8500,0,2375,2375
545,bad,16,owner,60,42,married,no_rec,fixed,75,81,3500,0,870,873
546,bad,1,parents,60,23,single,no_rec,fixed,35,100,0,0,1210,1450
547,bad,0,other,60,40,married,yes_rec,fixed,75,260,2500,0,1500,1607
548,good,12,owner,24,36,married,no_rec,fixed,60,243,6000,0,600,1376
549,good,1,rent,60,27,single,no_rec,fixed,44,88,0,0,1000,1092
550,good,40,owner,24,60,married,no_rec,freelance,75,186,8000,0,900,1307
551,good,30,owner,48,45,married,no_rec,fixed,75,105,10000,2400,830,1128
552,good,5,owner,48,65,married,no_rec,freelance,75,80,30000,2000,700,1698
553,good,10,priv,60,40,married,no_rec,fixed,60,154,1500,0,825,1075
554,bad,13,rent,60,40,separated,no_rec,freelance,64,35,2500,0,1920,1920
555,good,3,rent,48,33,married,no_rec,fixed,66,63,2000,0,800,1298
556,bad,0,other,36,28,married,yes_rec,others,45,297,8000,0,1360,1362
557,bad,1,rent,60,33,married,no_rec,fixed,91,161,0,0,1700,1770
558,good,25,owner,36,51,separated,no_rec,freelance,35,200,5000,0,1700,2022
559,good,11,priv,48,31,married,no_rec,fixed,45,140,4000,0,700,1225
560,good,7,owner,12,36,married,no_rec,fixed,90,125,20000,0,375,724
561,good,4,parents,24,23,single,no_rec,fixed,35,78,3000,0,500,1346
562,bad,5,other,60,33,single,no_rec,fixed,35,57,0,0,1000,1415
563,good,31,rent,60,51,married,yes_rec,fixed,135,300,0,0,1000,1380
564,bad,0,other,60,31,married,no_rec,freelance,60,66,0,0,1400,1500
565,good,10,owner,36,32,married,no_rec,freelance,75,202,2100,0,900,900
566,good,16,owner,48,50,married,no_rec,fixed,90,175,21500,1950,1100,1639
567,good,19,owner,36,52,married,no_rec,freelance,45,150,15000,0,1420,2220
568,good,0,parents,60,34,single,no_rec,others,45,158,2000,0,1020,1600
569,bad,3,other,36,25,single,no_rec,fixed,45,92,0,0,900,1270
570,good,1,owner,48,28,married,no_rec,partime,45,123,4000,1978,1100,1556
571,bad,1,rent,48,36,married,no_rec,freelance,88,125,0,0,1500,1878
572,bad,0,owner,60,27,married,no_rec,partime,45,113,3000,1500,1200,1532
573,good,2,owner,24,26,married,yes_rec,freelance,45,167,4000,0,340,900
574,bad,4,rent,36,24,married,yes_rec,fixed,75,148,0,0,900,1100
575,bad,0,priv,60,47,married,no_rec,partime,75,156,2000,200,600,1556
576,good,13,owner,48,40,married,no_rec,fixed,60,123,4000,0,900,1054
577,bad,1,owner,60,42,married,no_rec,partime,120,143,5500,2000,1160,1285
578,bad,17,rent,48,52,married,no_rec,fixed,93,180,0,0,1200,1338
579,bad,0,other,60,26,single,no_rec,others,35,92,0,0,1200,1571
580,good,5,rent,36,45,married,no_rec,others,90,150,10000,0,1100,1556
581,good,17,owner,60,47,married,no_rec,fixed,60,92,4500,0,1100,1194
582,good,8,owner,60,25,married,no_rec,fixed,45,139,4000,1300,1450,1556
583,good,0,owner,60,50,married,no_rec,fixed,75,250,15500,0,1000,1989
584,good,5,owner,6,44,married,no_rec,fixed,75,315,13000,0,500,2624
585,bad,8,owner,36,48,married,yes_rec,fixed,35,121,3000,0,400,925
586,good,3,owner,48,19,single,no_rec,fixed,35,180,4000,0,800,1128
587,good,18,owner,48,48,married,yes_rec,fixed,105,129,3000,0,780,2220
588,good,22,owner,60,46,married,no_rec,fixed,90,214,8000,0,1120,1395
589,good,12,owner,60,50,married,no_rec,fixed,45,99,5000,0,1100,1137
590,good,12,parents,36,30,married,no_rec,freelance,75,110,0,0,800,875
591,bad,13,priv,60,30,married,yes_rec,fixed,75,85,3500,0,1100,1417
592,good,3,owner,18,39,married,yes_rec,fixed,90,138,7000,0,500,700
593,good,1,owner,60,27,married,no_rec,fixed,60,93,4000,0,1000,1207
594,good,29,owner,60,52,married,no_rec,fixed,75,100,3000,0,1100,1268
595,good,1,rent,48,42,married,no_rec,freelance,76,160,0,0,1200,1326
596,bad,3,other,36,22,married,no_rec,fixed,45,215,0,0,1470,1480
597,good,23,parents,60,43,single,no_rec,fixed,35,90,3500,0,1050,1228
598,good,20,owner,36,36,married,no_rec,fixed,90,464,5000,0,2000,2168
599,good,5,priv,60,23,married,no_rec,fixed,35,167,7000,2160,1650,2100
600,good,3,rent,60,40,married,no_rec,fixed,84,86,0,0,1000,1197
601,bad,1,priv,24,50,married,no_rec,freelance,60,125,5000,3000,360,510
602,good,15,owner,36,52,married,no_rec,fixed,105,274,8000,0,300,325
603,good,10,owner,36,38,married,no_rec,fixed,75,135,5500,1440,690,1000
604,bad,0,parents,48,35,married,yes_rec,fixed,60,300,0,0,1400,1748
605,bad,9,owner,60,34,married,yes_rec,freelance,75,300,4000,300,1000,1392
606,good,9,rent,60,34,married,no_rec,fixed,103,128,0,0,500,820
607,good,25,owner,18,49,married,no_rec,freelance,90,90,4000,0,300,1275
608,bad,19,owner,60,37,single,yes_rec,fixed,35,115,10000,6000,1500,1758
609,good,10,rent,60,33,married,no_rec,fixed,56,107,0,0,600,1250
610,good,10,owner,60,34,married,no_rec,freelance,75,300,11000,0,1000,1560
611,good,10,owner,48,42,married,no_rec,freelance,105,230,30000,5000,1200,1570
612,good,4,owner,24,32,married,no_rec,fixed,45,122,4000,1,500,1045
613,good,1,parents,36,19,single,no_rec,partime,35,43,0,0,425,500
614,good,1,owner,48,45,married,no_rec,freelance,90,250,4000,0,1700,1800
615,good,19,parents,12,41,married,no_rec,freelance,90,190,500,0,500,1600
616,good,6,owner,60,25,married,no_rec,freelance,45,100,3500,2500,950,1177
617,good,2,rent,48,19,single,no_rec,freelance,60,246,20500,0,1370,1371
618,bad,11,rent,36,59,married,no_rec,fixed,69,85,0,0,850,1100
619,good,20,rent,36,56,married,yes_rec,fixed,77,173,0,0,1100,1256
620,good,18,rent,48,42,married,yes_rec,freelance,75,150,0,0,1000,1469
621,bad,0,parents,60,38,married,no_rec,partime,90,86,5000,0,1600,1682
622,good,0,parents,60,22,single,no_rec,partime,45,183,4000,0,1150,1150
623,bad,1,rent,36,44,separated,no_rec,others,55,100,0,0,675,675
624,good,1,owner,60,31,married,no_rec,fixed,60,94,2500,0,900,1236
625,good,25,owner,48,49,married,no_rec,fixed,60,150,6000,0,650,1265
626,good,15,rent,60,55,married,no_rec,freelance,74,140,0,0,1000,1204
627,bad,21,rent,60,55,widow,no_rec,fixed,56,107,0,0,1100,1353
628,good,10,priv,36,38,married,yes_rec,fixed,60,117,4030,0,950,1330
629,good,12,owner,60,60,married,no_rec,fixed,60,230,12000,0,950,1200
630,bad,10,rent,60,58,divorced,no_rec,freelance,82,470,0,0,1350,1488
631,good,20,other,36,39,married,no_rec,fixed,60,102,0,0,650,1695
632,good,10,owner,60,34,married,no_rec,fixed,75,210,6000,0,900,1547
633,good,1,parents,60,21,single,no_rec,partime,35,42,0,0,1100,1112
634,good,5,rent,60,37,single,no_rec,fixed,48,130,0,0,600,1062
635,bad,2,priv,48,25,married,no_rec,partime,45,90,3000,2000,800,1567
636,good,15,parents,36,39,single,no_rec,fixed,60,120,0,0,900,900
637,good,1,parents,60,22,married,no_rec,fixed,60,117,0,0,1100,1280
638,good,11,owner,30,35,married,no_rec,fixed,75,160,4000,0,700,1340
639,good,3,rent,60,50,married,no_rec,partime,69,90,0,0,1300,1490
640,bad,2,other,36,49,married,yes_rec,others,45,50,0,0,1600,2640
641,good,15,owner,48,30,married,no_rec,freelance,75,100,27000,5000,900,900
642,good,13,owner,60,32,married,no_rec,fixed,75,182,5000,2500,1300,1569
643,bad,11,rent,60,37,single,yes_rec,fixed,74,135,0,0,1400,1937
644,good,2,owner,60,24,married,no_rec,partime,45,67,4100,2800,1400,1403
645,good,32,owner,24,63,married,no_rec,freelance,45,167,90000,0,1000,1501
646,bad,1,owner,60,25,married,no_rec,partime,60,137,2700,1900,1150,1255
647,good,3,rent,54,23,married,no_rec,fixed,59,140,0,0,1300,1345
648,bad,1,parents,60,22,single,no_rec,fixed,35,85,0,0,1950,2134
649,good,37,owner,60,52,married,no_rec,fixed,45,324,7000,0,1550,1590
650,bad,11,rent,18,39,married,yes_rec,freelance,60,77,0,0,250,400
651,bad,0,owner,60,29,married,yes_rec,fixed,45,100,4500,0,1200,1406
652,bad,5,rent,60,43,single,no_rec,freelance,39,42,0,0,1600,1872
653,good,4,owner,60,35,married,no_rec,fixed,60,251,6500,4000,1000,1123
654,good,1,parents,60,27,single,no_rec,fixed,35,180,0,0,1000,1067
655,bad,10,parents,60,34,married,yes_rec,freelance,60,400,12000,0,2075,2253
656,good,20,rent,36,39,married,no_rec,fixed,91,158,0,0,380,580
657,good,1,owner,36,51,married,no_rec,fixed,75,300,6000,0,1450,1992
658,good,15,rent,12,35,separated,no_rec,fixed,44,90,9000,0,400,1400
659,good,12,owner,60,33,married,yes_rec,freelance,90,146,15000,0,1150,1284
